Title,Abstract,Related,Detect,Monitor,Analyze
"Spatiotemporal distribution, light absorption characteristics, and source apportionments of black and brown carbon in China","Black carbon (BC) and brown carbon (BrC) are aerosols that absorb light and thereby contribute to climate change. In this study, the light absorption properties and spatiotemporal distributions of equivalent BC (eBC) and BrC aerosols were determined based on continuous measurements of aerosol light absorption from January to August 2017, using a seven-channel aethalometer at 49 sampling sites in China. The source apportionments of BC and BrC were identified using the BC/PM2.5, absorption Ångström exponent, the concentration-weighted trajectory method, and the random forest model. Based on the results, BC was the dominant light absorber, whereas BrC was responsible for a higher proportion of the light absorption in northern compared to southern China. The light absorption of BrC was highest in winter (34.3 Mm−1), followed by spring (19.0 Mm−1) and summer (3.6 Mm−1). The combustion of liquid fuels accounted for over 50 % of the light absorption coefficient of BC in most cities and the importance of carbon monoxide (CO) and nitrogen dioxide (NO2) was over 10 % for BC emitted by liquid fuel combustion, based on the random forest model. The contribution of solid fuel combustion to BC in the north was larger than that in the southern regions as coal combustion and crop residue burning are important emission sources of BC in most northern cities. The contribution of primary BrC to light absorption was high in some northern cities, whereas that of secondary BrC was prevalent in some southern cities. The diurnal variations in secondary BrC were affected by changes in odd oxygen and relative humidity, which promoted the photobleaching of the chromophores and aqueous-phase reactions of secondary BrC. © 2024 Elsevier B.V.",no,No,No,No
"Assessing school children's personal exposure to PM2.5 in Suva, Fiji","Globally, there is little information on children's personal exposure to particle pollution in developing countries, and hardly any in the Pacific Island Countries. This study was conducted with school children in Suva, Fiji, with the aim of assisting to fill this gap in knowledge. The participants included eighty-four children ranging from 10 to 15 years of age from five schools and two communities, defined as Group A and Group B, respectively. Each child was fitted with a KOALA air quality monitor which measured PM2.5 and carbon monoxide (CO) concentrations in real time over 24 h. Time activity diaries (TAD) and questionnaires were used by the students to record the start and end times of each activity in the different microenvironments occupied. For both groups, the PM2.5 concentration averaged over all children showed three distinct peaks in the morning, midday and in the evening. Several CO peaks were formed at different times of the day. The 24-h average CO concentrations for Group A and Group B students were 0.35 mg/m3 and 0.43 mg/m3, respectively. Time spent in the bedroom showed the highest average exposure (94.3 μg/m3, 301.1 μg/m3) and exposure intensity (5.8, 14.3), with the indoor exposure at home being significantly higher than the outdoor exposure for both groups. Based on the information obtained from the time activity diaries, questionnaires and follow-up interviews, the sources of these particles were most probably from cooking, smoking, burning of mosquito repellent coils, resuspension of dust in the classroom. Although this study could not apportion the specific contributions of emissions from cooking, cigarette smoke and mosquito coils, it may be concluded that these are significant sources for children's exposure and should be controlled. © 2024 The Authors",no,No,No,No
"First close insight into global daily gapless 1 km PM2.5 pollution, variability, and health impact","Here we retrieve global daily 1 km gapless PM2.5 concentrations via machine learning and big data, revealing its spatiotemporal variability at an exceptionally detailed level everywhere every day from 2017 to 2022, valuable for air quality monitoring, climate change, and public health studies. We find that 96%, 82%, and 53% of Earth’s populated areas are exposed to unhealthy air for at least one day, one week, and one month in 2022, respectively. Strong disparities in exposure risks and duration are exhibited between developed and developing countries, urban and rural areas, and different parts of cities. Wave-like dramatic changes in air quality are clearly seen around the world before, during, and after the COVID-19 lockdowns, as is the mortality burden linked to fluctuating air pollution events. Encouragingly, only approximately one-third of all countries return to pre-pandemic pollution levels. Many nature-induced air pollution episodes are also revealed, such as biomass burning. © 2023, The Author(s).",no,No,No,No
Emission Factors of PAHs Components and Bioreactivity in PM2.5 from Biomass Burning,"Biomass burning releases fine particulate matter (PM2.5), water-soluble inorganic ions (WSIs), metal elements, polycyclic aromatic hydrocarbons (PAHs) and other compounds, and it is one of the largest sources of carbonaceous aerosols. The lungs experience negative health impacts from exposure to PM2.5; however, it is uncertain how PM2.5 emitted from biomass burning affect the human lung alveolar epithelium. This study investigated emission factors of PM2.5 from biomass burning and PM2.5 bioreactivity in human alveolar epithelial A549 cells. Emission factors were measured from biomass samples included maize straw (MS), wheat straw (WS), wood branches (WBs), MS briquettes (MSBs), MSB charcoal (MSC), WS briquettes (WSBs), WSB charcoal (WSC), WB briquettes (WBBs), and WBB charcoal (WBC). A549 cells were exposed to biomass PM2.5 at 0 and 50 µg mL–1 for 24 h, and the expression of Yes-associated protein (YAP), phosphorylated (p)-YAP, transcription coactivator with a PDZ-binding motif (TAZ), p-TAZ, E-cadherin, and high mobility group box 1 (HMGB1) proteins were assessed by Western blotting. We found that MSC, WSC, WSBs, and WBs had higher PM2.5 emission factors. MS has the highest emission factors of polycyclic aromatic hydrocarbons (PAHs) among all the biomass PM2.5, especially FLU (26.46 mg kg–1) and PYR (26.93 mg kg–1). There were 48.30% of PM2.5 was able to deposit in the alveolar area with a concentration of 32.25 µg m–3 estimated by a multiple-path particle dosimetry (MPPD) model. We observed decreases in p-YAP/YAP and HMGB1 expressions after biomass PM2.5 exposure. YAP were positively correlated with ANT, PHE, 1-MP, FLU, PYR, 3,6-DP, BaA, CHR, BbF, BkF, BaP, BeP, PER, IcdP, BghiP, and DahA (p < 0.05). In conclusion, PAHs in biomass PM2.5 contribute to cytotoxicity on A549 cells. PAHs in PM2.5 with high emission factors from biomass burning could cause significant human pulmonary deteritious health effects after inhalation. © 2024, AAGR Aerosol and Air Quality Research. All rights reserved.",yes,No,No,Yes
Implementation and evaluation of updated photolysis rates in the EMEP MSC-W chemistry-transport model using Cloud-J v7.3e,"The present work describes the implementation of the state of the art Cloud-J v7.3 photolysis rate calculation code in the EMEP MSC-W chemistry-transport model. Cloud-J calculates photolysis rates and accounts for cloud and aerosol optical properties at model run time, replacing the old system based on tabulated values. The performance of Cloud-J is evaluated against aerial photolysis rate observations made over the Pacific Ocean and against surface observations from three measurement sites in Europe. Numerical experiments are performed to investigate the sensitivity of the calculated photolysis rates to the spatial and temporal model resolution, input meteorology model, simulated ozone column, and cloud effect parameterization. These experiments indicate that the calculated photolysis rates are most sensitive to the choice of input meteorology model and cloud effect parameterization while also showing that surface ozone photolysis rates can vary by up to 20ĝ€¯% due to daily variations in total ozone column. Further analysis investigates the impact of Cloud-J on the oxidizing capacity of the troposphere, aerosol-photolysis interactions, and surface air quality predictions. Results find that the annual mean mass-weighted tropospheric hydroxyl concentration is increased by 26ĝ€¯%, while the photolytic impact of aerosols is mostly limited to large tropical biomass-burning regions. Overall, Cloud-J represents a major improvement over the tabulated system, leading to improved model performance for predicting carbon monoxide and daily maximum ozone surface concentrations.  © Copyright: ",no,No,No,No
Measurement report: Rapid changes of chemical characteristics and health risks for highly time resolved trace elements in PM2.5 in a typical industrial city in response to stringent clean air actions,"Atmospheric trace metals entail significant damages in human health and ecosystem safety, and thus a series of clean air actions have been implemented to decrease the ambient element concentrations. Unfortunately, the impact of these emission control measures on element concentrations in fine particles remains poorly understood. In our study, the random forest (RF) model was applied to distinguish the effects of emission and meteorology to trace elements in PM2.5 in a typical industrial city named Tangshan based on a 3-year (2017-2020) hourly field observation. The result suggested that the clean air actions have facilitated the dramatic decreases of the deweathered concentrations of Ga, Co, Pb, Zn, and As by 72ĝ€¯%, 67ĝ€¯%, 62ĝ€¯%, 59ĝ€¯%, and 54ĝ€¯%, respectively. It is attributable to the strict implementation of ""coal to gas""strategies and optimisation of industrial structure and layout. However, the deweathered levels of Ca (8.3ĝ€¯%), Cr (18.5ĝ€¯%), and Fe (23ĝ€¯%) only displayed minor decreases, indicating that the emission control measures for ferrous metal smelting and vehicle emission were not very effective. The positive matrix factorisation (PMF) results suggested that the contribution ratios of biomass burning, non-ferrous metal smelting, coal combustion, ferrous metal smelting, heavy oil combustion, and traffic-related dust changed from 33ĝ€¯%, 11ĝ€¯%, 15ĝ€¯%, 13ĝ€¯%, 3ĝ€¯%, and 25ĝ€¯% to 33ĝ€¯%, 8ĝ€¯%, 8ĝ€¯%, 13ĝ€¯%, 4ĝ€¯%, and 33ĝ€¯%, respectively. To date, no significant non-carcinogenic and carcinogenic risks were observed for all of the elements, while both of As and Pb still showed relatively high health damages. It was proposed to further cut down the combustion-related emissions (e.g. As and Pb) because it showed the highest marginal health benefits. Besides this, the control of traffic-related emissions might be a key abatement strategy to facilitate the reduction of elements in fine particles.  © 2023 Copernicus GmbH. All rights reserved.",yes,No,No,Yes
Effect of industrialization on the differences in sources and composition of ambient PM2.5 in two Southern Ontario locations,"PM2.5 was sampled over a seven-year period (2013–2019) at two locations ∼50 km apart in Southern Ontario (concurrently for five years: 2015–2019). One is a heavily industrialized site (Hamilton), while the other was a rural site (Simcoe). To assess the impact of industrialization on the composition and sources of PM affecting air quality in these two locations, positive matrix factorization coupled with dispersion normalization (DN-PMF) was used to identify six and eight factors at Simcoe and Hamilton, respectively. The Simcoe factors in order of diminishing PM mass contribution were: particulate sulphate (pSO4), secondary organic aerosol (SOA), crustal matter, particulate nitrate (pNO3), biomass burning, and vehicular emissions. At Hamilton, the effects of industrialization were observed by the ∼36% higher average ambient PM2.5 concentration for the study period as well as the presence of factors unique to metallurgy, i.e., coking and steelmaking, compared to Simcoe. The coking and steelmaking factors contributed ∼15% to the PM mass at Hamilton. Seasonal variants of appropriate nonparametric trend tests with the associated slopes (Sen's) were used to assess statistically significant changes in the factor contributions to PM2.5 over time. Specifically at Hamilton, a significant decline in PM contributions was noted for coking (−0.03 μg/m³/yr or −4.1%/yr) while steelmaking showed no statistically significant decline over the study period. Other factors at Hamilton that showed statistically significant declines over the study period were: pSO4 (−0.27 μg/m³/yr or −12.6%/yr), biomass burning (−0.05 μg/m³/yr or −9.02%/yr), crustal matter (−0.03 μg/m³/yr or −5.28%/yr). These factors mainly accounted for the significant decline in PM2.5 over the study period (−0.35 μg/m³/yr or −4.24%/yr). This work shows the importance of long-term monitoring in assessing the unique contributions and temporal changes of industrialization on air quality in Ontario and similarly affected locations. © 2023",yes,No,No,Yes
Quantifying the Light-Absorption Properties and Molecular Composition of Brown Carbon Aerosol from Sub-Saharan African Biomass Combustion,"Sub-Saharan Africa is a hotspot for biomass burning (BB)-derived carbonaceous aerosols, including light-absorbing organic (brown) carbon (BrC). However, the chemically complex nature of BrC in BB aerosols from this region is not fully understood. We generated smoke in a chamber through smoldering combustion of common sub-Saharan African biomass fuels (hardwoods, cow dung, savanna grass, and leaves). We quantified aethalometer-based, real-time light-absorption properties of BrC-containing organic-rich BB aerosols, accounting for variations in wavelength, fuel type, relative humidity, and photochemical aging conditions. In filter samples collected from the chamber and Botswana in the winter, we identified 182 BrC species, classified into lignin pyrolysis products, nitroaromatics, coumarins, stilbenes, and flavonoids. Using an extensive set of standards, we determined species-specific mass and emission factors. Our analysis revealed a linear relationship between the combined BrC species contribution to chamber-measured BB aerosol mass (0.4-14%) and the mass-absorption cross-section at 370 nm (0.2-2.2 m2 g-1). Hierarchical clustering resolved key molecular-level components from the BrC matrix, with photochemically aged emissions from leaf and cow-dung burning showing BrC fingerprints similar to those found in Botswana aerosols. These quantitative findings could potentially help refine climate model predictions, aid in source apportionment, and inform effective air quality management policies for human health and the global climate. © 2024 American Chemical Society.",no,No,No,No
"Analysis of PM2.5 inorganic and organic constituents to resolve contributing sources in Seoul, South Korea and Beijing, China and their possible associations with cytokine IL-8","China and South Korea are the most polluted countries in East Asia due to significant urbanization and extensive industrial activities. As neighboring countries, collaborative management plans to maximize public health in both countries can be helpful in reducing transboundary air pollution. To support such planning, PM2.5 inorganic and organic species were determined in simultaneously collected PM2.5 integrated filters. The resulting data were used as inputs to positive matrix factorization, which identified nine sources at the ambient air monitoring sites in both sites. Secondary nitrate, secondary sulfate/oil combustion, soil, mobile, incinerator, biomass burning, and secondary organic carbon (SOC) were found to be sources at both sampling sites. Industry I and II were only identified in Seoul, whereas combustion and road dust sources were only identified in Beijing. A subset of samples was selected for exposure assessment. The expression levels of IL-8 were significantly higher in Beijing (167.7 pg/mL) than in Seoul (72.7 pg/mL). The associations between the PM2.5 chemical constituents and its contributing sources with PM2.5-induced inflammatory cytokine (interleukin-8, IL-8) levels in human bronchial epithelial cells were investigated. For Seoul, the soil followed by the secondary nitrate and the biomass burning showed increase with IL-8 production. However, for the Beijing, the secondary nitrate exhibited the highest association with IL-8 production and SOC and biomass burning showed modest increase with IL-8. As one of the highest contributing sources in both cities, secondary nitrate showed an association with IL-8 production. The soil source having the strongest association with IL-8 production was found only for Seoul, whereas SOC showed a modest association only for Beijing. This study can provide the scientific basis for identifying the sources to be prioritized for control to provide effective mitigation of particulate air pollution in each city and thereby improve public health. © 2023 The Authors",yes,No,No,Yes
A hybrid model to improve WRF-Chem performance for crop burning emissions of PM2.5 and secondary aerosols in North India,"In north India (about 30,000 km2 area), October–November months witness crop residue burning (CRB). This study aims to assess the impact of CRB emissions on PM2.5 and secondary aerosol (SA) at distances far from the sources. Chemical transport model, WRF-Chem (with chemical mechanisms, RADM2 and MADE/SORGAM), was applied to a domain of 840 × 840 km2 (centered around Delhi) with inputs of emissions of anthropogenic sources of EDGAR-HTAP and fire inventory from the National Centre for Atmospheric Research, USA. In parallel, measurements of PM2.5 and its constituents, CO, and NO2 were undertaken in Delhi and Kanpur. The model underestimated PM2.5 and showed poor predictions (r < 0.15) with insignificant formation of secondary organic aerosol (SOA) (< 1% in PM2.5). To improve the model, a linear regression-based hybrid model (HM) was developed that utilized the mechanistic processes of WRF-Chem and observed levels of PM2.5, CO and NO2. The HM performed adequately at multiple sites in Delhi (r = 0.19–0.47) and Kanpur (r = 0.38–0.43). The contribution of CRB to PM2.5 was at 31 ± 16% (in 232 ± 36 μg/m3) in Delhi and 21 ± 15% (in 233 ± 38 μg/m3) in Kanpur. The contribution of SOA in CRB-contributed PM2.5 was 18 ± 9% (Delhi) and 29 ± 21% (Kanpur). © 2022 Elsevier B.V.",yes,No,No,Yes
Aerosol classification using fuzzy clustering over a tropical rural site,"Exact knowledge on the types of aerosols present over a region is very important in the radiative forcing estimates. Several techniques are available to classify aerosols, which have their own pros and cons. In the present study, a soft clustering technique, Fuzzy C-Means (FCM) is employed to classify aerosols using multiple aerosol parameters over a rural site Gadanki (13.48oN, 79.18°E), India. The optical and microphysical properties of the aerosols (26 parameters) derived from long-term measurements of the Sky Radiometer (from April 2008 to October 2020) are utilized for cluster analysis. The three resultant clusters were found to be distinct and compact based on high intra-cluster similarity and low inter-cluster similarity. By comparing the clustering results of different subsets of data and testing the robustness of the FCM algorithm, we found that the correct classification percentage for each scenario was about 98.4%. Even by introducing a 10% random error for each of the aerosol microphysical properties used in the cluster analysis, around 94.5% of the records were found to retain the original clusters. Based on the aerosol properties of the clusters, the three clusters were identified as mixed mode moderately absorbing, mixed mode slightly absorbing, and coarse mode slightly absorbing type of aerosols. While comparing with the global aerosol models, these three aerosol types showed similarities with biomass burning, polluted marine, and polluted continental aerosol types. Significant seasonal variability of the identified aerosol types was observed, with biomass burning type dominating in the pre-monsoon season, polluted marine during the monsoon season, and polluted continental in a relatively higher percentage compared to the other two types in winter and post-monsoon seasons. An increasing trend in polluted marine aerosol type is noticed, whilst biomass burning and polluted continental showed decreasing trends. Furthermore, the existing knowledge on various aspects of aerosols over Gadanki ascertains that the identified aerosol types are reasonable, implying that the FCM clustering technique for aerosol classification is effective and it might be extend to other locations. © 2022 Elsevier B.V.",yes,No,No,Yes
Aerosol Load-Cloud Cover Correlation: A Potential Clue for the Investigation of Aerosol Indirect Impact on Climate of Europe and Africa,"Aerosol optical depth (AOD) is a key parameter in atmospheric pollution and climate processes. In this paper, we compared the aerosol loading (550 nm) from 2000–2001 to 2017–2018 and total cloud cover using seasonal, latitudinal and solar activity cycle data from the Moderate Resolution Imaging Spectroradiometer (MODIS) and determined the spectral optical range from the region of relatively clear air (Europe) to the region of more considerable biomass burning activity (Africa). To remove the large annual cycle influence, the data were deseasonalized, allowing exploration of inter-annual variability. Deseasonalization obtains the time series AOD monthly average anomaly over the years for each grid cell. We employ the solar flux index over the regions by correlating the absolute percentage mean difference of aerosol and cloud interactions and validate the result by modeling aerosol and cloud data from 2020 to 2021 using a neural network. AOD and solar flux for Africa show correlations of − 0.638 for 2000–2001 and − 0.218 for Europe, and at the same time, AOD with cloud cover for Africa shows correlations of − 0.129 and 0.360 for Europe. The analysis confirmed an inverse weak correlation of aerosols with cloud cover. This would help resolve the knowledge gap by demonstrating that aerosol and cloud interactions are not only dependent on region but also more dependent on the solar activity cycle and seasons. We observed dependence by the latitude of the aerosol load and solar flux index. © 2022, The Author(s) under exclusive licence to Institute of Earth Environment, Chinese Academy Sciences.",no,No,No,No
Long-term trends in particulate matter from wood burning in the United Kingdom: Dependence on weather and social factors,"Particulate matter from wood burning emissions (Cwood) was quantified at five locations in the United Kingdom (UK), comprising three rural and two urban sites between 2009 and 2021. The aethalometer method was used. Mean winter Cwood concentrations ranged from 0.26 μg m−3 (in rural Scotland) to 1.30 μg m−3 (London), which represented on average 4% (in rural environments) and 5% (urban) of PM10 concentrations; and 8% of PM2.5. Concentrations were greatest in the evenings in winter months, with larger evening concentrations in the weekends at the urban sites. Random-forest (RF) machine learning regression models were used to reconstruct Cwood concentrations using both meteorological and temporal explanatory variables at each site. The partial dependency plots indicated that temperature and wind speed were the meteorological variables explaining the greatest variability in Cwood, with larger concentrations during cold and calm conditions. Peaks of Cwood concentrations took place during and after events that are celebrated with bonfires. These were Guy Fawkes events in the urban areas and on New Year's Day at the rural sites; the later probably related to long-range transport. Time series were built using the RF. Having removed weather influences, long-term trends of Cwood were estimated using the Theil Sen method. Trends for 2015–2021 were downward at three of the locations (London, Glasgow and rural Scotland), with rates ranging from −5.5% year−1 to −2.5% year−1. The replacement of old fireplaces with lower emission wood stoves might explain the decrease in Cwood especially at the urban sites The two rural sites in England observed positive trends for the same period but this was not statistically significant. © 2022 The Authors",no,No,No,No
On the varied emission fingerprints of particulate matter over typical locations of NCR (Delhi) – A perspective for mitigation plans,"Source apportionment study of PM2.5 using positive matrix factorization was performed to identify the emission characteristic from different sectors (sub-urban residential, industrial and rapidly urbanizing) of Delhi during winter. Chemical characterization of PM2.5 included metals (Ca, Cd, Cr, Cu, Fe, K, Mg, Mn, Na, Ni, Pb and Zn), water soluble ionic compounds (WSICs) (Cl−, NO3−, SO42− and NH4+) and Carbon partitions (OC, EC). Particulates (PM2.5) were collected on filter twice daily for stable and unstable atmospheric conditions, at the locations with specific characteristics, viz. Ayanagar, Noida and Okhla. Ions solely occupied 50% of the total PM2.5 concentration. Irrespective of location, high correlation between OC and EC (0.871–0.891) at p ≤ 0.1 is observed. Relatively lower ratio of NO3/SO4 at Ayanagar (0.696) and Okhla (0.84) denotes predominance of emission from stationary sources rather than mobile sources like that observed at Noida (1.038). Using EPA PMF5.0, optimum factors for each location are fixed based on error estimation (EE). Crustal dust, vehicular emission, biomass burning and secondary aerosol are the major contributing sources in all the three locations. Incineration contributes about 19% at Ayanagar and 18% at Okhla. Metal industries in Okhla contribute about 19% to PM2.5. These specific local emissions with considerable potency are to be targeted for long-term policymaking. Considerable secondary aerosol contribution (15%–24%) indicates that gaseous emissions also need to be reduced to improve air quality. © 2022 Elsevier Ltd",no,No,No,No
A global evaluation of daily to seasonal aerosol and water vapor relationships using a combination of AERONET and NAAPS reanalysis data,"The co-transport of aerosol particles and water vapor has long been noted in the literature, with a myriad of implications such as air mass characterization, radiative transfer, and data assimilation. Here, the relationship between aerosol optical depth (AOD) and precipitable water vapor (PW) is evaluated to our knowledge for the first time globally, at daily to seasonal levels using approximately 20 years of NASA Aerosol Robotic Network (AERONET) observational data and the 16-year Navy Aerosol Analysis Prediction System (NAAPS) reanalysis v1.0 (NAAPS-RA) model fields. The combination of AERONET observations with small uncertainties and the reanalysis fields with global coverage is used to provide a best estimate of the seasonal AOD and PW relationships, including an evaluation of correlations, slope, and PW probability distributions for identification of statistically significant differences in PW for high-AOD events. The relationships produced from the AERONET and NAAPS-RA datasets were compared against each other and showed consistency, indicating that the NAAPS-RA provides a realistic representation of the AOD and PW relationship. The analysis includes layer AOD and PW relationships for proxies of the planetary boundary layer and the lower, middle, and upper free troposphere. The dominant AOD and PW relationship is positive, supported by both AERONET and model evaluation, which varies in strength by season and location. These relationships were found to be statistically significant and present across the globe, observed on an event-by-event level. Evaluations at individual AERONET sites implicate synoptic-scale transport as a contributing factor in these relationships at daily levels. Negative AOD and PW relationships were identified and predominantly associated with regional dry-season timescales in which biomass burning is the predominant aerosol type. This is not an indication of dry-air association with smoke for an individual event but is a reflection of the overall dry conditions leading to more biomass burning and higher associated AOD values. Stronger correlations between AOD and PW are found when evaluating the data by vertical layers, including the boundary layer and the lower, middle, and upper free troposphere (corresponding to typical water vapor channels), with the largest correlations observed in the free troposphere - indicative of aerosol and water vapor transport events. By evaluating the variability between PW and relative humidity in the NAAPS-RA, hygroscopic growth was found to be a dominant term to (1) amplify positive AOD-PW relationships, particularly in the midlatitudes; (2) diminish negative relationships in dominant biomass burning regions; and (3) lead to statistically insignificant changes in PW for high-AOD events for maritime regions. The importance of hygroscopic growth in these relationships indicates that PW is a useful tracer for AOD or light extinction but not necessarily as strongly for aerosol mass. Synoptic-scale African dust events are an exception where PW is a strong tracer for aerosol transport shown by strong relationships even with hygroscopic effects. Given these results, PW can be exploited in coupled aerosol and meteorology data assimilation for AOD, and the collocation of aerosol and water vapor should be carefully taken into account when conducting particulate matter (PM) retrievals from space and in evaluating radiative impacts of aerosol, with the season and location in mind.  © 2023 Juli I. Rubin et al.",yes,No,No,Yes
Study of aerosol optical properties at two urban areas in the north of Vietnam with the implication for biomass burning impacts,"The spatiotemporal distribution and characterization of aerosol optical properties in the north of Vietnam were investigated extensively using the long-term measurements obtained from Moderate Resolution Imaging Spectroradiometer (MODIS) (from 2010 to 2019) and two Aerosol Robotic Network (AERONET) stations (Nghia Do, Hanoi City, from 2010 to 2019 and Son La from 2012 to 2019) located in fast-developing urban areas. This study also analyzed the tendency of AOD over different wavelengths as well as the influences of meteorological parameters and boundary layer height (BLH) on AOD and Ångström exponent (AE). The annual mean AOD500 at Nghia Do and Son La stations were 0.81 and 0.78, respectively. Our results revealed the existence of particles emitted from anthropogenic activities in Hanoi and Son La with the dominance of fine particles (more than 90% of the AE440–870 were larger than 1). Besides, a high percentage of AE440–870 larger than or approximately 1.5 during the dry and transition months in Son La indicated the existence of biomass-burning aerosol particles due to forest fires and burning of agriculture residuals. The classification results for aerosol types showed the presence of both biomass burning and urban/industrial aerosol types at Nghia Do and Son La sites. Among the investigated meteorological parameters, surface solar radiation expressed a significant correlation with AE440–870 in all three seasons at the two sites due to the secondary formation of fine particles induced by the high solar radiation condition. The impacts of meteorological parameters and BLH on AOD were not observed simultaneously during three seasons at Nghia Do and Son La stations. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",yes,No,No,Yes
Classification and transformation of aerosols over selected Indian cities during reduced emissions under Covid-19 lockdown,"Abstract: Studies in the recent past show improved air quality over India during the Covid-19 lockdown. This research attempts to characterize atmospheric aerosols in terms of α and AOD and their transformation over India during the pandemic lockdown. The type and particle distribution of aerosols, including gaseous species for five Indian regions were considered. Fine to coarse particle shift was observed in most regions. The northern region observed high fire counts, implying crop residue burning season during the stringent lockdown. Thiruvananthapuram, in the south, showed an increase in PM, owing to the resumption of mobility post-lockdown. Hyderabad, however; observed increased PM2.5 (2.79%) and AOD (37.23%) during Phase 1. Maritime (MT) aerosol predominated over Thiruvananthapuram, whereas urban/biomass burning (UBB) type decreased over the eastern region. Contributions from continental average (CA), maritime continental average (MCA), and MT were observed over Hyderabad, post-lockdown. In the central region, MCA was replaced by UBB and mixed type, with isolated episodes of clean continental (CC) and desert dust (DD). During lockdown phases, an increase in O3 over western, northern, and central regions is attributed to increased temperature and decreased NO2. A significant correlation with population density (PD) exists with NO2 (R2 = 0.75; p < 0.05), suggesting human mobility as a major contributor to NO2 in the atmosphere during the lockdown period. Highlights: Characterization of atmospheric aerosols during Covid-19 lockdown over India.General shift from fine to coarse particles size in most regions.Crop residue burning increased pollutants in North during lockdown.Forest fire season in central and south-central region increased PM, NO2 concentrations during lockdown.Maritime origin aerosols dominate over Thiruvananthapuram.Decline in pollutants in post-lockdown due to meteorology (early monsoon, cyclone Amphan, and Nisarga). © 2022, Indian Academy of Sciences.",yes,No,No,Yes
Aerosols over the Foothills of the Eastern Himalayan Region during Post-monsoon and Winter Seasons,"In this study a Microtops II sunphotometer is used for the first time over Birtamode, a rapidly growing city located in the eastern Himalayan foothills of Nepal, to measure aerosol optical depth (AOD). The average AOD for the observation period (October 2018–February 2019) was 0.68 ± 0.39 with the post-monsoon season having a higher value (0.74 ± 0.43) compared to the winter season (0.60 ± 0.32). The Angstrom exponent (α) for post-monsoon and winter are found to be 1.08 ± 0.10 and 1.11 ± 0.16 respectively. During the monitoring period, the majority of AOD values (47%) are above 0.60, indicating moderately polluted conditions in the region. Anthropogenic, biomass burning, and mixed aerosols are identified as the prevalent aerosol types in the study region. The observed aerosol classification is also explained in terms of CAMS near-real-time model datasets. The AOD values retrieved by MODIS, VIIRS, Himawari-8, and CAMS show a good correlation with the observed Microtops AOD with R2 values ranging from 0.60 to 0.94. Moreover, different MODIS aerosol products (DB, DT, and combined DB-DT) are evaluated based on a comparison of Collection 6.1 AOD with the ground truth obtained from Microtops. The spatial distribution of AOD as observed by various satellites are compared and the vertical distribution of aerosol is also explained with the extinction coefficient provided by the CALIOP lidar onboard CALIPSO and aerosol types provided by CAMS. © The Author(s).",yes,No,No,Yes
The role of sources and meteorology in driving PM2.5-bound chlorine,"The role of chloride in atmospheric chemistry received increased attention over recent years. Given the primary and chemical-active nature of PM2.5-bound chlorine (p-Cl-), it makes sense to get to know the sources and processes of p-Cl-. The temporal behavior of observed p-Cl- concentration based on 1-h high resolution exhibited seasonal variation of high in winter, low in summer and diurnal variation of high in the morning, low in afternoon. Meteorological normalization technique based on random forest was used to disentangle the effects of emission changes which affected the seasonal variation and meteorology which was related to diurnal variation on p-Cl-. Generalized additive model (GAM) identified RH and temperature as the key meteorological factors of p-Cl- generation, and p-Cl- pollution was serious under the condition of low temperature and high RH. Dispersion-normalized positive matrix factorization (DN-PMF) was used to apportion the p-Cl- to its sources, finding that coal combustion was the main source of p-Cl-, followed by biomass burning and industrial process emissions. Our results will provide the basis for further analysis the causes of p-Cl- pollution and composite air pollution control strategies. © 2022 Elsevier B.V.",no,No,No,No
"An evaluation of biomass burning aerosol mass, extinction, and size distribution in GEOS using observations from CAMP2Ex","Biomass burning aerosol impacts aspects of the atmosphere and Earth system through direct and semi-direct effects, as well as influencing air quality. Despite its importance, the representation of biomass burning aerosol is not always accurate in numerical weather prediction and climate models or reanalysis products. Using observations collected as part of the Cloud, Aerosol and Monsoon Processes Philippines Experiment (CAMP2Ex) in August through October of 2019, aerosol concentration and optical properties are evaluated within the Goddard Earth Observing System (GEOS) and its underlying aerosol module, GOCART. In the operational configuration, GEOS assimilates aerosol optical depth observations at 550nm from AERONET and MODIS to constrain aerosol fields. Particularly for biomass burning aerosol, without the assimilation of aerosol optical depth, aerosol extinction is underestimated compared to observations collected in the Philippines region during the CAMP2Ex campaign. The assimilation process adds excessive amounts of carbon to account for the underestimated extinction, resulting in positive biases in the mass of black and organic carbon, especially within the boundary layer, relative to in situ observations from the Langley Aerosol Research Group Experiment. Counteracting this, GEOS is deficient in sulfate and nitrate aerosol just above the boundary layer. Aerosol extinction within GEOS is a function of the mass of different aerosol species, the ambient relative humidity, the assumed spectral optical properties, and particle size distribution per species. The relationship between dry and ambient extinction in GEOS reveals that hygroscopic growth is too high within the model for biomass burning aerosol. An additional concern lies in the assumed particle size distribution for GEOS, which has a single mode radius that is too small for organic carbon. Variability in the observed particle size distribution for biomass burning aerosol within a single flight also illuminates the fact that a single assumed particle size distribution is not sufficient and that for a proper representation, a more advanced aerosol module within GEOS may be necessary. © 2022 Copernicus GmbH. All rights reserved.",no,No,No,No
